0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,labels
0.14148111641407013,0.5603005886077881,0.27011027932167053,0.5708370804786682,0.41737863421440125,0.5687231421470642,0.5249292850494385,0.5574738383293152,0.5835939645767212,0.5607836246490479,0.5165417790412903,0.8664858341217041,0.5880807638168335,0.8104778528213501,0.5975983738899231,0.6600118279457092,0.5873616933822632,0.5469889640808105,0.44387736916542053,0.9552035927772522,0.4635680615901947,0.5743749141693115,0.45449501276016235,0.42780303955078125,0.4428502917289734,0.4022027254104614,0.3373560309410095,0.9605157971382141,0.33397176861763,0.5118553638458252,0.29733577370643616,0.41804635524749756,0.27025362849235535,0.4283839464187622,0.2235182374715805,0.9361824989318848,0.24879106879234314,0.5633662939071655,0.23380525410175323,0.4603714942932129,0.2202381193637848,0.4570322632789612,Y
0.21729163825511932,0.5062016248703003,0.3663913607597351,0.5271943807601929,0.49885836243629456,0.5643699169158936,0.5762307643890381,0.617216169834137,0.5863215327262878,0.6744852066040039,0.5015832185745239,0.818998396396637,0.5485355257987976,0.8214312791824341,0.5742467641830444,0.7639639377593994,0.5784341096878052,0.6816187500953674,0.41856685280799866,0.8888984322547913,0.4183007776737213,0.6176704168319702,0.40769392251968384,0.49233734607696533,0.3892376124858856,0.4396384656429291,0.31128165125846863,0.8840116262435913,0.3079003691673279,0.57779860496521,0.29349201917648315,0.4765743613243103,0.2730103135108948,0.4349442720413208,0.1998538225889206,0.8522812128067017,0.21487365663051605,0.6038399338722229,0.21506202220916748,0.5108142495155334,0.20728524029254913,0.47064298391342163,Y
0.17455239593982697,0.810460090637207,0.20962339639663696,0.7244589328765869,0.2692149579524994,0.6332648396492004,0.31630903482437134,0.5565298795700073,0.32819265127182007,0.4862722158432007,0.2951981723308563,0.663026750087738,0.3961445093154907,0.6722114086151123,0.40871959924697876,0.6859549283981323,0.39354634284973145,0.6932584643363953,0.2925322651863098,0.720734715461731,0.39755576848983765,0.7268597483634949,0.4047539234161377,0.7372074127197266,0.38918694853782654,0.742556095123291,0.29191139340400696,0.7817863821983337,0.39030948281288147,0.7875219583511353,0.3981788158416748,0.7931743264198303,0.38189929723739624,0.7990393042564392,0.2906254231929779,0.8387612700462341,0.3639065623283386,0.8425965905189514,0.38149285316467285,0.8489409685134888,0.3799009323120117,0.8540006875991821,Y
0.17439423501491547,0.8138623237609863,0.21666836738586426,0.7310271263122559,0.2786080539226532,0.6404638290405273,0.32221555709838867,0.5642576217651367,0.33189427852630615,0.4958655834197998,0.300795316696167,0.662166953086853,0.3928711414337158,0.6781153082847595,0.38064631819725037,0.6990941166877747,0.3461425006389618,0.6967087984085083,0.29877498745918274,0.7170441746711731,0.3897739350795746,0.7346241474151611,0.3785434365272522,0.749017059803009,0.3487682640552521,0.7437403798103333,0.2953683137893677,0.7780745625495911,0.3816184401512146,0.7912102937698364,0.3740543723106384,0.8033595681190491,0.3475141227245331,0.8007582426071167,0.29100000858306885,0.8376680612564087,0.36044245958328247,0.8486498594284058,0.3675094544887543,0.8586570620536804,0.3592105805873871,0.8551545143127441,Y
0.175834059715271,0.7827511429786682,0.20976334810256958,0.6905815601348877,0.2774471342563629,0.5894230604171753,0.3184305429458618,0.5096040964126587,0.3251657783985138,0.4381566345691681,0.2989531457424164,0.6131476759910583,0.40319859981536865,0.6394657492637634,0.38884690403938293,0.6494467258453369,0.3544391095638275,0.6393448710441589,0.29544797539711,0.6753751039505005,0.4058607518672943,0.6966632008552551,0.39160871505737305,0.6972346305847168,0.3572969436645508,0.6877753138542175,0.2940475344657898,0.7465090155601501,0.4049721360206604,0.7564097046852112,0.39772966504096985,0.7568629384040833,0.3702879548072815,0.7488364577293396,0.29120057821273804,0.8133421540260315,0.37809786200523376,0.8243494629859924,0.4205563962459564,0.8313876986503601,0.45238786935806274,0.8289070725440979,Y
0.16987720131874084,0.7579008936882019,0.20174917578697205,0.6607933640480042,0.26978424191474915,0.5545747876167297,0.3136003315448761,0.47267210483551025,0.32149437069892883,0.3982529640197754,0.2997923791408539,0.5636917948722839,0.4115358591079712,0.6147572994232178,0.38928574323654175,0.6373802423477173,0.3536819815635681,0.629658043384552,0.30278003215789795,0.6321874856948853,0.415204256772995,0.669337809085846,0.3895372748374939,0.6852904558181763,0.35206812620162964,0.6821127533912659,0.3047185242176056,0.7090348601341248,0.41381269693374634,0.7268322706222534,0.3992363214492798,0.7390030026435852,0.37012583017349243,0.7383115291595459,0.30289191007614136,0.7831323742866516,0.39069002866744995,0.8001736998558044,0.43196797370910645,0.8107282519340515,0.46502774953842163,0.8100780844688416,Y
0.1667381227016449,0.7587714195251465,0.20040862262248993,0.6567873954772949,0.26760339736938477,0.5514413118362427,0.3114234209060669,0.468269944190979,0.318184494972229,0.3912690281867981,0.3021326959133148,0.5645536780357361,0.41191890835762024,0.6127238273620605,0.39283475279808044,0.6347141265869141,0.36057230830192566,0.6268805265426636,0.3017273247241974,0.6316161751747131,0.41690364480018616,0.6646835803985596,0.39216479659080505,0.6818180680274963,0.3546068072319031,0.6786555647850037,0.30204859375953674,0.707301676273346,0.4156683087348938,0.7226587533950806,0.40043091773986816,0.7369982600212097,0.3696526885032654,0.7382218837738037,0.29932329058647156,0.7812303900718689,0.3900827467441559,0.7953789830207825,0.4312705397605896,0.8053610324859619,0.46215468645095825,0.8058765530586243,Y
0.16501212120056152,0.7615998387336731,0.19986844062805176,0.6587808728218079,0.2661028206348419,0.5531967282295227,0.3097732961177826,0.4703941345214844,0.31784796714782715,0.3962952196598053,0.30123773217201233,0.5636892318725586,0.41029512882232666,0.6135681867599487,0.3962540924549103,0.6374625563621521,0.36557257175445557,0.6332632303237915,0.30198898911476135,0.6309890151023865,0.4194853901863098,0.6648730635643005,0.4013195037841797,0.6841755509376526,0.36514589190483093,0.6842482089996338,0.30276015400886536,0.7070480585098267,0.41841205954551697,0.7227942943572998,0.41181322932243347,0.7394504547119141,0.3860606551170349,0.7436860203742981,0.3002268075942993,0.7812677621841431,0.3917624056339264,0.7958071231842041,0.4348926246166229,0.8058196902275085,0.46694037318229675,0.806216835975647,Y
0.1641593724489212,0.7565940618515015,0.19697393476963043,0.6507803797721863,0.2627951502799988,0.5392876267433167,0.30621230602264404,0.45058900117874146,0.3095640242099762,0.3696320652961731,0.31119129061698914,0.5544929504394531,0.4196693003177643,0.6104738712310791,0.39454492926597595,0.63325035572052,0.3594241142272949,0.6258057355880737,0.3104737102985382,0.6272238492965698,0.41967254877090454,0.6646126508712769,0.3915063142776489,0.6841772794723511,0.357405424118042,0.6801100373268127,0.3095588684082031,0.7069785594940186,0.41841360926628113,0.7248454093933105,0.395113468170166,0.737879753112793,0.3599998652935028,0.7325883507728577,0.3080480992794037,0.7832458019256592,0.4038693904876709,0.7873451709747314,0.4576631784439087,0.7961739301681519,0.5032988786697388,0.7971018552780151,Y
0.16012871265411377,0.7620837092399597,0.1939820498228073,0.653041660785675,0.26072457432746887,0.5411465764045715,0.3038138151168823,0.4530682861804962,0.30561235547065735,0.37308382987976074,0.3079773783683777,0.5565263032913208,0.4153101444244385,0.6072689294815063,0.39134594798088074,0.6314181685447693,0.35714787244796753,0.6248181462287903,0.3071644902229309,0.6282438039779663,0.4180369973182678,0.6610737442970276,0.3913835287094116,0.6827722191810608,0.3554438650608063,0.6820333003997803,0.3057645559310913,0.7076702117919922,0.4168050289154053,0.7196729779243469,0.39553552865982056,0.736275851726532,0.36043375730514526,0.7358324527740479,0.3036600649356842,0.7834838628768921,0.40160414576530457,0.7896629571914673,0.45585960149765015,0.7970595359802246,0.5011329650878906,0.7953209280967712,Y
